FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL
Siyar Bahadurzada,71.0,170.0,73.0,Orthodox,1984-04-17,http://ufcstats.com/fighter-details/aec185309b4843d0
Ignacio Bahamondes,75.0,155.0,75.0,Orthodox,1997-08-27,http://ufcstats.com/fighter-details/e4a47b07044ddd72
Bahatebole Batebolati,68.0,170.0,71.0,Southpaw,1997-09-12,http://ufcstats.com/fighter-details/8f313e9c3a39c06e
Shamar Bailey,69.0,155.0,75.0,Southpaw,1982-09-22,http://ufcstats.com/fighter-details/e2b8186b618b00c4
Jordan Bailey,69.0,145.0,,,,http://ufcstats.com/fighter-details/34dbcd4dbaf21a36
Scott Baker,72.0,210.0,,,,http://ufcstats.com/fighter-details/7d5b12de1625984e
Bryan Baker,75.0,185.0,,Orthodox,1985-10-13,http://ufcstats.com/fighter-details/898337ef520fe4d3
Jin Bala,69.0,155.0,,,,http://ufcstats.com/fighter-details/371efa53bd0cf669
Balajin,69.0,145.0,72.0,Orthodox,1992-03-31,http://ufcstats.com/fighter-details/e626e92a8f2a9737
Oluwale Bamgbose,71.0,185.0,78.0,Switch,1987-08-04,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c
Stephen Banaszak,72.0,145.0,,,1990-12-07,http://ufcstats.com/fighter-details/4c4b44e3cf5815b3
Marcin Bandel,70.0,155.0,,Orthodox,1989-10-10,http://ufcstats.com/fighter-details/5c2ce761399dc9c5
Humberto Bandenay,71.0,145.0,71.0,Southpaw,1994-09-04,http://ufcstats.com/fighter-details/2c2caf2f2bab9df5
Tae Hyun Bang,69.0,155.0,71.0,Switch,1983-04-15,http://ufcstats.com/fighter-details/9a2d3567abc02e34
Yohan Banks,,,,,,http://ufcstats.com/fighter-details/c50ea21fe9ef478d
Shauna Bannon,65.0,115.0,65.0,Switch,1993-10-23,http://ufcstats.com/fighter-details/9c442aaf149ea982
Antonio Banuelos,65.0,135.0,63.0,Orthodox,1979-09-23,http://ufcstats.com/fighter-details/9ddfb3369a3b0394
Iwo Baraniewski,72.0,205.0,73.0,Orthodox,1998-11-20,http://ufcstats.com/fighter-details/1c23ec2f1b71be40
Renan Barao,66.0,145.0,70.0,Orthodox,1987-01-31,http://ufcstats.com/fighter-details/2c99576fefe53c7c
Junior Barata,70.0,170.0,,Orthodox,1982-01-25,http://ufcstats.com/fighter-details/06dced58ca24a6bd
Maycee Barber,65.0,125.0,65.0,Switch,1998-05-18,http://ufcstats.com/fighter-details/6a740daf1b279661
Bryan Barberena,72.0,185.0,72.0,Southpaw,1989-05-03,http://ufcstats.com/fighter-details/a331233f597090a5
Djani Barbir,75.0,185.0,79.0,Orthodox,1997-08-09,http://ufcstats.com/fighter-details/d4baaa0630bf5798
Dione Barbosa,66.0,125.0,66.0,Orthodox,1992-05-08,http://ufcstats.com/fighter-details/27b388f0aab49780
Marcio Barbosa,66.0,145.0,70.0,Orthodox,1998-05-22,http://ufcstats.com/fighter-details/c85bad793cd14e28
Edson Barboza,71.0,155.0,75.0,Orthodox,1986-01-21,http://ufcstats.com/fighter-details/64a50dad704d1d49
Raoni Barcelos,67.0,135.0,67.0,Orthodox,1987-05-01,http://ufcstats.com/fighter-details/b9f28e7045fdfce7
Daniel Barez,66.0,125.0,66.0,Orthodox,1988-12-10,http://ufcstats.com/fighter-details/e8fe9c15d348e778
Danny Barlow,74.0,185.0,79.0,Southpaw,1995-08-02,http://ufcstats.com/fighter-details/b7c5eb7cdbac6a63
Luke Barnatt,78.0,185.0,77.0,Orthodox,1988-04-13,http://ufcstats.com/fighter-details/172c2135e70f87b7
James Barnes,68.0,135.0,71.0,Orthodox,1982-05-28,http://ufcstats.com/fighter-details/c06a5c95f1169c0b
Nick Barnes,71.0,170.0,,,,http://ufcstats.com/fighter-details/78a5eea49638685d
Shonte Barnes,71.0,185.0,76.0,Southpaw,1987-02-09,http://ufcstats.com/fighter-details/e575b6ff678c1aca
Josh Barnett,75.0,250.0,78.0,Orthodox,1977-11-10,http://ufcstats.com/fighter-details/ad3f53c454cbbead
Chris Barnett,69.0,265.0,75.0,Orthodox,1986-06-14,http://ufcstats.com/fighter-details/7a5e8c94a86f9895
Chris Barnhizer,,,,,,http://ufcstats.com/fighter-details/91e69a1c3c87325b
David Baron,66.0,155.0,,Switch,1973-02-15,http://ufcstats.com/fighter-details/80c0bed43da0e27b
Phil Baroni,69.0,170.0,72.0,Orthodox,1976-04-16,http://ufcstats.com/fighter-details/1652f3213655b935
Dan Barrera,69.0,170.0,,Orthodox,1980-12-23,http://ufcstats.com/fighter-details/f12f979b657ab876
Carlos Barreto,76.0,230.0,,Orthodox,,http://ufcstats.com/fighter-details/a220be6d41d6f97d
Jose Barreto,,185.0,,Southpaw,,http://ufcstats.com/fighter-details/c32eab6c2119e989
Peter Barrett,70.0,145.0,73.0,Southpaw,1986-08-10,http://ufcstats.com/fighter-details/d21113c9ff3788ae
Marc-Andre Barriault,73.0,185.0,74.0,Orthodox,1990-02-18,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d
David Barrios,66.0,145.0,,,,http://ufcstats.com/fighter-details/e6015889f50075d2
Alexandre Barros,69.0,170.0,,Southpaw,1976-11-19,http://ufcstats.com/fighter-details/8fd1f27e86661ede
Ricardo Barros,73.0,205.0,,,1976-03-22,http://ufcstats.com/fighter-details/d26394fc0e8e880a
Francimar Barroso,73.0,205.0,75.0,Orthodox,1980-02-28,http://ufcstats.com/fighter-details/b69f24c500d783e7
Pat Barry,71.0,235.0,74.0,Orthodox,1979-07-07,http://ufcstats.com/fighter-details/658c3465581ae46b
Dean Barry,70.0,170.0,72.0,Orthodox,1992-07-03,http://ufcstats.com/fighter-details/a6f3d15cb84334bb
Enrique Barzola,67.0,145.0,70.0,Orthodox,1989-04-28,http://ufcstats.com/fighter-details/be0b310a12eb80b4
Javid Basharat,69.0,135.0,69.0,Orthodox,1995-09-07,http://ufcstats.com/fighter-details/bbab3baf66128ae2
Farid Basharat,68.0,135.0,71.0,Orthodox,1997-08-02,http://ufcstats.com/fighter-details/a09ed60aa67a3f67
Austin Bashi,66.0,145.0,70.0,Orthodox,2001-09-29,http://ufcstats.com/fighter-details/d3f89fa685bd8420
Stephen Bass,69.0,145.0,,Orthodox,1982-11-14,http://ufcstats.com/fighter-details/1cecc8fe6748a532
Sean Bassett,,155.0,,,,http://ufcstats.com/fighter-details/2c733e059462c1dc
Ryan Bastianelli,65.0,135.0,,,,http://ufcstats.com/fighter-details/29508aff4d93cbbe
Shayna Baszler,67.0,135.0,,Orthodox,1980-08-08,http://ufcstats.com/fighter-details/8ef4a91ac694b7ce
Namsrai Batbayar,64.0,125.0,68.0,Orthodox,2000-12-29,http://ufcstats.com/fighter-details/e1f8beeb6d2d871a
Michel Batista,75.0,260.0,,Orthodox,1984-04-20,http://ufcstats.com/fighter-details/34218661c44ed55d
Bryan Battle,73.0,185.0,77.0,Orthodox,1994-09-21,http://ufcstats.com/fighter-details/f626118b6da0e020
Alan Baudot,75.0,243.0,79.0,Orthodox,1988-02-01,http://ufcstats.com/fighter-details/c9a94278df042f46
Mario Bautista,69.0,135.0,69.0,Switch,1993-07-01,http://ufcstats.com/fighter-details/bc711b6dd95c1af6
Chris Beal,67.0,125.0,69.0,Orthodox,1985-08-06,http://ufcstats.com/fighter-details/55f446032177b119
Donovan Beard,74.0,185.0,78.0,Orthodox,1989-11-05,http://ufcstats.com/fighter-details/3a6ac598320ca7f2
Rudy Bears,71.0,170.0,,Southpaw,,http://ufcstats.com/fighter-details/74f13066b1417ef3
Salvador Becerra,69.0,155.0,,,,http://ufcstats.com/fighter-details/4fd76e7ba8313457
Ariel Beck,66.0,125.0,66.0,Southpaw,1990-09-16,http://ufcstats.com/fighter-details/b96939f2b8d88e82
Jack Becker,70.0,155.0,71.0,Orthodox,1992-12-20,http://ufcstats.com/fighter-details/b5a379583673510a
Jeff Bedard,66.0,145.0,,Orthodox,1970-02-06,http://ufcstats.com/fighter-details/93bf96be327fcd98
Eric Bedard,74.0,239.0,,,1984-09-11,http://ufcstats.com/fighter-details/ce05955c26c3c090
Johnny Bedford,70.0,135.0,71.0,Orthodox,1983-01-06,http://ufcstats.com/fighter-details/ffc3e6daaa6da0b7
Rolando Bedoya,71.0,155.0,74.0,Orthodox,1997-01-13,http://ufcstats.com/fighter-details/40a456a25d52ee65
Chase Beebe,67.0,135.0,67.0,Orthodox,1985-03-29,http://ufcstats.com/fighter-details/b16a7e6a627e9789
Lyle Beerbohm,70.0,155.0,,Southpaw,1979-02-05,http://ufcstats.com/fighter-details/babc6b5745335f18
Allan Begosso,65.0,135.0,66.0,Orthodox,1995-11-23,http://ufcstats.com/fighter-details/d6ed764f8b78d32a
Azamat Bekoev,72.0,185.0,72.0,Orthodox,1995-12-30,http://ufcstats.com/fighter-details/3bc3f60b21cddc6a
Mirsad Bektic,68.0,145.0,70.0,Orthodox,1991-02-16,http://ufcstats.com/fighter-details/cbd3e590a85b18c5
Diana Belbita,67.0,125.0,68.0,Orthodox,1996-06-26,http://ufcstats.com/fighter-details/d7e40dca3ae125be
Alan Belcher,74.0,185.0,75.0,Orthodox,1984-04-24,http://ufcstats.com/fighter-details/4130a743d9d22163
Vitor Belfort,72.0,185.0,74.0,Southpaw,1977-04-01,http://ufcstats.com/fighter-details/0ee783aa00e468f0
Yousri Belgaroui,77.0,185.0,79.0,Orthodox,1992-06-02,http://ufcstats.com/fighter-details/7674b836ce0698a0
Rodolfo Bellato,75.0,205.0,75.0,Orthodox,1996-02-05,http://ufcstats.com/fighter-details/69898645d600abdb
Danilo Belluardo,72.0,155.0,74.0,Southpaw,1994-07-21,http://ufcstats.com/fighter-details/c3f6db17cea09ca7
Joey Beltran,73.0,185.0,75.0,Orthodox,1981-12-08,http://ufcstats.com/fighter-details/46baf0f57edfa4df
Marco Beltran,68.0,125.0,69.0,Orthodox,1986-05-18,http://ufcstats.com/fighter-details/ec71a892fada28c7
Joseph Benavidez,64.0,125.0,65.0,Southpaw,1984-07-31,http://ufcstats.com/fighter-details/80eacd4da0617c57
Mike Bencic,72.0,215.0,,Orthodox,,http://ufcstats.com/fighter-details/a71feb7ea7592a71
Dave Beneteau,74.0,250.0,,Orthodox,,http://ufcstats.com/fighter-details/9fd1f08dd4aec14a
Karla Benitez,63.0,113.0,,,,http://ufcstats.com/fighter-details/6104730621ff318d
Gabriel Benitez,68.0,155.0,71.0,Southpaw,1988-06-15,http://ufcstats.com/fighter-details/436f970c9ea9169c
Charles Bennett,68.0,155.0,,Orthodox,1979-11-23,http://ufcstats.com/fighter-details/8dc4f34c1f50d00d
Josh Bennett,76.0,259.0,,Orthodox,,http://ufcstats.com/fighter-details/c3ac8d0da7b05772
DeAnna Bennett,64.0,125.0,68.0,Orthodox,1984-11-18,http://ufcstats.com/fighter-details/404ecb2700844072
Benjamin Bennett,72.0,170.0,73.0,Switch,1994-05-08,http://ufcstats.com/fighter-details/7030c27fc9778964
Lance Benoist,71.0,170.0,72.0,Southpaw,1988-08-26,http://ufcstats.com/fighter-details/5431dccc09118234
Joe Benoit,69.0,170.0,,Orthodox,1982-03-12,http://ufcstats.com/fighter-details/a30f6d375dea5f9b
Ryan Benoit,65.0,125.0,68.0,Orthodox,1989-08-25,http://ufcstats.com/fighter-details/20999e27ddd94bda
Pat Benson,69.0,155.0,,,,http://ufcstats.com/fighter-details/a25f3dc0df974597
Len Bentley,69.0,155.0,,,1982-11-30,http://ufcstats.com/fighter-details/592d23aed850e652
Steve Berger,71.0,170.0,,Orthodox,1973-05-20,http://ufcstats.com/fighter-details/21b1132949f2a9b0
Kenneth Bergh,74.0,205.0,74.0,Orthodox,1989-06-26,http://ufcstats.com/fighter-details/aa8189053b3a8994
Bret Bergmark,69.0,170.0,,,1973-11-24,http://ufcstats.com/fighter-details/2891c9f7b26b26fc
Keith Berish,72.0,205.0,,Orthodox,1985-11-14,http://ufcstats.com/fighter-details/e3779ef06e98f185
Dennis Bermudez,66.0,155.0,66.0,Orthodox,1986-12-13,http://ufcstats.com/fighter-details/6f242453c91a5af0
Manny Bermudez,70.0,145.0,71.0,Orthodox,1994-07-16,http://ufcstats.com/fighter-details/2dc1bc1a02961656
Talita Bernardo,64.0,135.0,68.0,Orthodox,1987-03-04,http://ufcstats.com/fighter-details/5b2325cd70dbe2ea
Dave Berry,,,,,,http://ufcstats.com/fighter-details/b3bbe88fecd6a0d2
Keith Berry,73.0,185.0,,,1987-10-25,http://ufcstats.com/fighter-details/0b935b9bbbe5fc07
Dieusel Berto,69.0,200.0,,,,http://ufcstats.com/fighter-details/0db70ca89e1c7374
Edson Berto,66.0,155.0,,Orthodox,1983-07-05,http://ufcstats.com/fighter-details/66766984842c13dc
Allen Berube,68.0,155.0,,Orthodox,1974-08-25,http://ufcstats.com/fighter-details/aebfb84d1f6d2d8c
Anton Berzin,74.0,205.0,,Orthodox,1989-09-29,http://ufcstats.com/fighter-details/8ba8e8d7eafa7267
Scott Bessac,76.0,245.0,,,,http://ufcstats.com/fighter-details/3f24c96753dbd9f9
Matt Bessette,70.0,145.0,70.0,Orthodox,1984-12-28,http://ufcstats.com/fighter-details/0b8d512c79b4baf3
Khadzhi Bestaev,78.0,185.0,76.0,,1988-07-16,http://ufcstats.com/fighter-details/e05f4ce199baca91
Fernando Bettega,,170.0,,,1980-03-10,http://ufcstats.com/fighter-details/a524710c3ef918fa
Arjan Bhullar,73.0,245.0,75.0,Orthodox,1986-05-13,http://ufcstats.com/fighter-details/7e511f8d842a109d
KB Bhullar,76.0,185.0,78.0,Switch,1991-10-12,http://ufcstats.com/fighter-details/9cd047a828dd7515
Bibulatov Magomed,65.0,125.0,65.0,Orthodox,1988-08-22,http://ufcstats.com/fighter-details/87f19d19f4cb73f8
David Bielkheden,70.0,155.0,71.0,Orthodox,1979-06-06,http://ufcstats.com/fighter-details/1efa064872f089d0
Blake Bilder,68.0,145.0,68.0,Switch,1990-07-12,http://ufcstats.com/fighter-details/5095b0920a3602aa
Jonas Bilharinho,71.0,145.0,75.0,Switch,1990-05-22,http://ufcstats.com/fighter-details/ebbf571f349e79d9
Jeremiah Billington,69.0,205.0,,Orthodox,1977-11-14,http://ufcstats.com/fighter-details/b3b6e80b7d5f8f0d
Scott Bills,70.0,170.0,,,,http://ufcstats.com/fighter-details/53f02bbc41d99432
Anthony Birchak,68.0,135.0,69.0,Orthodox,1986-05-16,http://ufcstats.com/fighter-details/c5a126ace82a6025
Chris Birchler,75.0,205.0,,Switch,1987-06-05,http://ufcstats.com/fighter-details/8a22c6b4d29880a3
Angad Bisht,67.0,125.0,67.0,Orthodox,1995-06-05,http://ufcstats.com/fighter-details/7b4ae3fd439a05b6
Michael Bisping,73.0,185.0,75.0,Orthodox,1979-02-28,http://ufcstats.com/fighter-details/2b93ebd9f5417ad2
Amaury Bitetti,69.0,185.0,,Orthodox,,http://ufcstats.com/fighter-details/7a359ef685a304a7
Caio Bittencourt,72.0,185.0,75.0,Orthodox,1991-05-22,http://ufcstats.com/fighter-details/a653cb5eb4b39339
Davi Bittencourt,65.0,135.0,65.0,Orthodox,1994-10-12,http://ufcstats.com/fighter-details/dd6ec6f941c3a414
Simon Biyong,,205.0,,,1991-04-05,http://ufcstats.com/fighter-details/27ab7257bf6a3b65
Jan Blachowicz,74.0,205.0,78.0,Orthodox,1983-02-24,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8
Jason Black,68.0,155.0,,Orthodox,1972-07-15,http://ufcstats.com/fighter-details/b2f743746e8dcfa2
Brad Blackburn,70.0,170.0,73.0,Orthodox,1977-05-25,http://ufcstats.com/fighter-details/7e69a4b0961aa555
Jason Blackford,,,,,,http://ufcstats.com/fighter-details/619d807fa54ae8f7
Tom Blackledge,,205.0,,Orthodox,,http://ufcstats.com/fighter-details/2adb11835acd815b
Sherrard Blackledge,71.0,155.0,75.0,Orthodox,1993-08-16,http://ufcstats.com/fighter-details/0e5c79b3594ff0ad
Da'Mon Blackshear,70.0,135.0,72.0,Switch,1994-08-12,http://ufcstats.com/fighter-details/da22387a0407a2dc
Chasen Blair,70.0,155.0,71.0,Orthodox,1998-10-14,http://ufcstats.com/fighter-details/0f4a536507f33576
Erin Blanchfield,64.0,125.0,66.0,Orthodox,1999-05-04,http://ufcstats.com/fighter-details/669970f7feba8ecd
Maximo Blanco,68.0,145.0,71.0,Orthodox,1983-10-16,http://ufcstats.com/fighter-details/4a1329cc8eb0928a
David Blanco,67.0,145.0,,,,http://ufcstats.com/fighter-details/ebf298f8ac7e232b
Curtis Blaydes,76.0,265.0,80.0,Orthodox,1991-02-18,http://ufcstats.com/fighter-details/fa6796c55d6c5440
Tereza Bleda,69.0,125.0,71.0,Orthodox,2001-11-30,http://ufcstats.com/fighter-details/59c438c81fbf3ece
Arlene Blencowe,65.0,145.0,,,1983-04-11,http://ufcstats.com/fighter-details/35d6337320a4ae48
Byron Bloodworth,68.0,135.0,,Orthodox,1983-08-16,http://ufcstats.com/fighter-details/ecdf14f4f8643d39
Dashawn Boatwright,72.0,205.0,,Orthodox,1988-02-29,http://ufcstats.com/fighter-details/046a85108610c0d2
Dan Bobish,74.0,345.0,,Southpaw,1970-01-26,http://ufcstats.com/fighter-details/f348d05403fad037
Mark Bocek,68.0,155.0,75.0,Orthodox,1981-10-24,http://ufcstats.com/fighter-details/cf9d24e4bd0cf2ce
Kyle Bochniak,67.0,145.0,70.0,Orthodox,1987-02-05,http://ufcstats.com/fighter-details/c5af5750e8bae4f0
James Bochnovic,76.0,205.0,81.0,Orthodox,1989-02-13,http://ufcstats.com/fighter-details/984d15d5dc7bfcf9
Jeremy Boczulak,,,,,,http://ufcstats.com/fighter-details/1afd74f8cb0719f3
Tim Boetsch,72.0,185.0,74.0,Orthodox,1981-01-28,http://ufcstats.com/fighter-details/c80095f6092271a7
Galore Bofando,71.0,170.0,72.0,Switch,1982-05-22,http://ufcstats.com/fighter-details/8a56ea383fd26e52
Jay Bogan,,145.0,,,,http://ufcstats.com/fighter-details/53c21779d84ceb75
Roman Bogatov,68.0,155.0,73.0,Orthodox,1990-12-15,http://ufcstats.com/fighter-details/d61316139d68dbe3
Derek Bohi,76.0,260.0,,,,http://ufcstats.com/fighter-details/70a1c7626b5e0599
Jerry Bohlander,71.0,199.0,,Orthodox,1974-02-12,http://ufcstats.com/fighter-details/93892752c5fc23ca
Mandy Bohm,67.0,125.0,71.0,Orthodox,1989-07-30,http://ufcstats.com/fighter-details/297a2b35444c245b
Kotetsu Boku,69.0,154.0,,Orthodox,1977-05-27,http://ufcstats.com/fighter-details/d227958e8a0c1466
Gaston Bolanos,67.0,135.0,69.0,Orthodox,1992-09-14,http://ufcstats.com/fighter-details/96924b0019b3aff1
Kyle Bolt,74.0,185.0,,,,http://ufcstats.com/fighter-details/9d455d5cfe6a0e35
Denys Bondar,66.0,125.0,69.0,Orthodox,1992-06-27,http://ufcstats.com/fighter-details/2526be54e6a0e62a
Luc Bondole,74.0,205.0,,,,http://ufcstats.com/fighter-details/8691881b31c16b88
Tony Bonello,74.0,185.0,,,,http://ufcstats.com/fighter-details/702a72aa7a266d86
Gabriel Bonfim,73.0,170.0,72.0,Orthodox,1997-08-20,http://ufcstats.com/fighter-details/01641ba5df0c69b0
Ismael Bonfim,68.0,155.0,71.0,Orthodox,1995-12-28,http://ufcstats.com/fighter-details/eb393afdbe3293d5
Jesse Bongfeldt,72.0,185.0,,Orthodox,1980-08-28,http://ufcstats.com/fighter-details/934de214814b8ff4
Marcos Bonilla,70.0,145.0,,,,http://ufcstats.com/fighter-details/d311fbefff44a39b
Stephan Bonnar,76.0,205.0,79.0,Orthodox,1977-04-04,http://ufcstats.com/fighter-details/c6a33ff198aaaeeb
Rogerio Bontorin,65.0,125.0,67.0,Orthodox,1992-04-25,http://ufcstats.com/fighter-details/07a2bdaa0afdd831
Ray Borg,64.0,135.0,63.0,Orthodox,1993-08-04,http://ufcstats.com/fighter-details/a4de54ea806fb525
Igor Borisov,72.0,235.0,,Orthodox,,http://ufcstats.com/fighter-details/0313bf497de9c470
Kevin Borjas,65.0,125.0,68.0,Orthodox,1997-12-06,http://ufcstats.com/fighter-details/34b96d52db1d26e6
Calen Born,68.0,170.0,72.0,Switch,1988-05-24,http://ufcstats.com/fighter-details/3c85e04b08a05751
Caio Borralho,73.0,185.0,75.0,Southpaw,1993-01-16,http://ufcstats.com/fighter-details/4126a78111c0855a
Zachary Borrego,74.0,185.0,78.0,Switch,1996-07-18,http://ufcstats.com/fighter-details/b8fdb2903a2582a8
Viacheslav Borshchev,71.0,155.0,69.0,Orthodox,1992-01-08,http://ufcstats.com/fighter-details/19c591115a58982c
Tanner Boser,74.0,205.0,75.0,Orthodox,1991-08-02,http://ufcstats.com/fighter-details/04c8b08b16a5b99e
Steve Bosse,71.0,205.0,72.0,Orthodox,1981-07-29,http://ufcstats.com/fighter-details/e023fa2e648ea0f1
Marcus Bossett,73.0,215.0,,Orthodox,,http://ufcstats.com/fighter-details/e8fb8e53bc2e29d6
Chris Bostick,,,,,,http://ufcstats.com/fighter-details/239224bedeb2c7a4
Poliana Botelho,68.0,125.0,67.0,Orthodox,1988-12-15,http://ufcstats.com/fighter-details/5c126c6aac3ef364
Francois Botha,74.0,260.0,,Orthodox,1968-09-28,http://ufcstats.com/fighter-details/545d549d6bf87187
Ilian Bouafia,77.0,185.0,78.0,Southpaw,1996-11-13,http://ufcstats.com/fighter-details/d5e929c26f25f0d3
Gregory Bouchelaghem,74.0,183.0,,Switch,,http://ufcstats.com/fighter-details/59851163aaf1aed8
Roy Boughton,72.0,205.0,,,,http://ufcstats.com/fighter-details/2aaf0181432adf0b
Rich Bouphanouvong,67.0,170.0,,,,http://ufcstats.com/fighter-details/611b9c068c9e2c44
Mike Bourke,72.0,275.0,,Orthodox,,http://ufcstats.com/fighter-details/dfdd0c5dd0d4bc23
Jess Bouscal,,155.0,,,,http://ufcstats.com/fighter-details/38b1417ec17072da
Tai Bowden,71.0,230.0,,,,http://ufcstats.com/fighter-details/2efbc83a6b9b7f86
Melton Bowen,72.0,225.0,,Orthodox,1969-07-16,http://ufcstats.com/fighter-details/81ca2c245b19b3c5
Kyron Bowen,75.0,185.0,73.0,Orthodox,1993-12-22,http://ufcstats.com/fighter-details/5488b3c67600333a
Brian Bowles,67.0,135.0,70.0,Orthodox,1980-06-22,http://ufcstats.com/fighter-details/b26d3e3746fb4024
Roger Bowling,69.0,155.0,68.0,Orthodox,1982-12-05,http://ufcstats.com/fighter-details/3b9f723e2720a238
Blake Bowman,74.0,170.0,,,,http://ufcstats.com/fighter-details/a95a0504fd73bd3e
Ashe Bowman,69.0,155.0,,,1976-11-17,http://ufcstats.com/fighter-details/8a0a35e7c74bebcc
Anvar Boynazarov,69.0,145.0,,Orthodox,1989-01-10,http://ufcstats.com/fighter-details/4a191f4ea2fce7fc
ColleyBradford,67.0,145.0,,,,http://ufcstats.com/fighter-details/1433786ac76cf777
Kyle Bradley,69.0,155.0,71.0,Orthodox,1982-08-19,http://ufcstats.com/fighter-details/a6959da32f0e6b5d
Paul Bradley,69.0,170.0,,Orthodox,1983-06-13,http://ufcstats.com/fighter-details/c7011de4765d2497
Sean Brady,70.0,170.0,72.0,Orthodox,1992-11-23,http://ufcstats.com/fighter-details/45f7cb591c3ab00b
Ebenezer Fontes Braga,72.0,199.0,,Orthodox,1969-04-14,http://ufcstats.com/fighter-details/dc950d59dc590aca
Ramiz Brahimaj,70.0,170.0,72.0,Orthodox,1992-11-17,http://ufcstats.com/fighter-details/3d074044a33825e7
Adam Bramhald,70.0,135.0,70.0,Orthodox,1994-03-24,http://ufcstats.com/fighter-details/3c99bd6cb5d835ef
Joe Brammer,68.0,155.0,,Orthodox,1983-08-23,http://ufcstats.com/fighter-details/013da757877044a2
David Branch,73.0,185.0,78.0,Orthodox,1981-09-26,http://ufcstats.com/fighter-details/d2c55d1d2e67773b
Billy Brand,66.0,135.0,65.0,Orthodox,1996-07-03,http://ufcstats.com/fighter-details/edae6db2b3453632
Diego Brandao,67.0,145.0,64.0,Orthodox,1987-05-27,http://ufcstats.com/fighter-details/c2e3e67b5911bfb7
Bruna Brasil,66.0,115.0,65.0,Orthodox,1993-09-07,http://ufcstats.com/fighter-details/7138a15258dabf20
Michael Bravo,,155.0,,,,http://ufcstats.com/fighter-details/dc63542668295c23
Martin Bravo,68.0,145.0,71.0,Southpaw,1993-09-21,http://ufcstats.com/fighter-details/9c44f290f5726d95
Roman Bravo-Young,,205.0,,,,http://ufcstats.com/fighter-details/37ce890a4670b287
Mike Breeden,70.0,155.0,70.0,Orthodox,1989-04-21,http://ufcstats.com/fighter-details/d80ee110748171ac
Tom Breese,75.0,185.0,73.0,Southpaw,1991-09-26,http://ufcstats.com/fighter-details/1588b787bda7b540
Elves Brener,70.0,155.0,72.0,Orthodox,1997-09-27,http://ufcstats.com/fighter-details/48a9a128784d53d1
